file,generated_caption,go_id,go_name,go_definition,similarity_score
protein_268_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins with different domain blocks and interaction clusters, as well as the structural similarity of two proteins with different domain blocks and interaction clusters, as well as",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5545073747634888
protein_268_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins with different domain blocks and interaction clusters, as well as the structural similarity of two proteins with different domain blocks and interaction clusters, as well as",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5408349633216858
protein_268_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins with different domain blocks and interaction clusters, as well as the structural similarity of two proteins with different domain blocks and interaction clusters, as well as",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5395901203155518
protein_268_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins with different domain blocks and interaction clusters, as well as the structural similarity of two proteins with different domain blocks and interaction clusters, as well as",GO:0140517,protein-RNA adaptor activity,"The binding activity of a protein that brings together another protein and an RNA, permitting those molecules to function in a coordinated way.",0.5266625285148621
protein_268_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins with different domain blocks and interaction clusters, as well as the structural similarity of two proteins with different domain blocks and interaction clusters, as well as",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.5263707637786865
protein_269_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in terms of their structural similarity, as well as their domain blocks and interaction clusters compared to other proteins in the same domain block or cluster",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5472410321235657
protein_269_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in terms of their structural similarity, as well as their domain blocks and interaction clusters compared to other proteins in the same domain block or cluster",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5320236086845398
protein_269_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in terms of their structural similarity, as well as their domain blocks and interaction clusters compared to other proteins in the same domain block or cluster",GO:0098637,protein complex involved in cell-matrix adhesion,Any protein complex that is capable of carrying out some part of the process of cell-matrix adhesion.,0.5267176032066345
protein_269_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in terms of their structural similarity, as well as their domain blocks and interaction clusters compared to other proteins in the same domain block or cluster",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5211862325668335
protein_269_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in terms of their structural similarity, as well as their domain blocks and interaction clusters compared to other proteins in the same domain block or cluster",GO:0140517,protein-RNA adaptor activity,"The binding activity of a protein that brings together another protein and an RNA, permitting those molecules to function in a coordinated way.",0.5194249749183655
protein_270_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins of the same type, but with different domain blocks and interaction clusters in the middle of the matrix, as shown in the figure below br",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5248939394950867
protein_270_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins of the same type, but with different domain blocks and interaction clusters in the middle of the matrix, as shown in the figure below br",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5161861181259155
protein_270_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins of the same type, but with different domain blocks and interaction clusters in the middle of the matrix, as shown in the figure below br",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5128318071365356
protein_270_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins of the same type, but with different domain blocks and interaction clusters in the middle of the matrix, as shown in the figure below br",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.5073522329330444
protein_270_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins of the same type, but with different domain blocks and interaction clusters in the middle of the matrix, as shown in the figure below br",GO:0071536,obsolete RING-like zinc finger domain-mediated complex assembly,OBSOLETE. A process of protein complex assembly in which the arrangement and bonding together of the set of components that form the protein complex is mediated by a RING-like zinc finger domain interaction.,0.5071967840194702
protein_271_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarity between proteins in the same family or across different families of proteins that are structurally similar to each other but not structurally identical",GO:0030911,TPR domain binding,"Binding to a tetratricopeptide repeat (TPR) domain of a protein, the consensus sequence of which is defined by a pattern of small and large hydrophobic amino acids and a structure composed of helices.",0.5995655059814453
protein_271_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarity between proteins in the same family or across different families of proteins that are structurally similar to each other but not structurally identical",GO:0043522,leucine zipper domain binding,"Binding to a leucine zipper domain, a protein secondary structure exhibiting a periodic repetition of leucine residues at every seventh position over a distance covering eight helical turns.",0.5749951004981995
protein_271_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarity between proteins in the same family or across different families of proteins that are structurally similar to each other but not structurally identical",GO:0051290,protein heterotetramerization,"The formation of a protein heterotetramer, a macromolecular structure consisting of four noncovalently associated subunits, of which not all are identical.",0.5679091215133667
protein_271_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarity between proteins in the same family or across different families of proteins that are structurally similar to each other but not structurally identical",GO:0005602,complement component C1 complex,"A protein complex composed of six subunits of C1q, each formed of the three homologous polypeptide chains C1QA, C1QB, and C1QB, and tetramer of two C1QR and two C1QS polypeptide chains.",0.5583040714263916
protein_271_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarity between proteins in the same family or across different families of proteins that are structurally similar to each other but not structurally identical",GO:0018419,protein catenane formation,"The aggregation, arrangement and bonding together of a protein structure comprising two or more rings that are interlocked but not covalently joined; resembling the links of a chain.",0.5564388036727905
protein_272_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins of the same species and the structural similarity between two proteins of the same species, but with different domain blocks and interaction clusters for each protein pair",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5655699372291565
protein_272_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins of the same species and the structural similarity between two proteins of the same species, but with different domain blocks and interaction clusters for each protein pair",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5475661158561707
protein_272_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins of the same species and the structural similarity between two proteins of the same species, but with different domain blocks and interaction clusters for each protein pair",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5474495887756348
protein_272_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins of the same species and the structural similarity between two proteins of the same species, but with different domain blocks and interaction clusters for each protein pair",GO:0140517,protein-RNA adaptor activity,"The binding activity of a protein that brings together another protein and an RNA, permitting those molecules to function in a coordinated way.",0.5376430749893188
protein_272_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins of the same species and the structural similarity between two proteins of the same species, but with different domain blocks and interaction clusters for each protein pair",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.5374243259429932
protein_273_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in a given domain block or interaction cluster, as well as the structural similarity of two proteins in a given domain block or interaction cluster,",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5399172306060791
protein_273_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in a given domain block or interaction cluster, as well as the structural similarity of two proteins in a given domain block or interaction cluster,",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5295671224594116
protein_273_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in a given domain block or interaction cluster, as well as the structural similarity of two proteins in a given domain block or interaction cluster,",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5244587659835815
protein_273_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in a given domain block or interaction cluster, as well as the structural similarity of two proteins in a given domain block or interaction cluster,",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.5176123380661011
protein_273_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in a given domain block or interaction cluster, as well as the structural similarity of two proteins in a given domain block or interaction cluster,",GO:0140517,protein-RNA adaptor activity,"The binding activity of a protein that brings together another protein and an RNA, permitting those molecules to function in a coordinated way.",0.5138454437255859
protein_274_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarities between proteins in the same family or across different families of proteins that share the same structural similarity. a protein matrix with repeating",GO:0030911,TPR domain binding,"Binding to a tetratricopeptide repeat (TPR) domain of a protein, the consensus sequence of which is defined by a pattern of small and large hydrophobic amino acids and a structure composed of helices.",0.5773239135742188
protein_274_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarities between proteins in the same family or across different families of proteins that share the same structural similarity. a protein matrix with repeating",GO:0043522,leucine zipper domain binding,"Binding to a leucine zipper domain, a protein secondary structure exhibiting a periodic repetition of leucine residues at every seventh position over a distance covering eight helical turns.",0.5509134531021118
protein_274_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarities between proteins in the same family or across different families of proteins that share the same structural similarity. a protein matrix with repeating",GO:0018419,protein catenane formation,"The aggregation, arrangement and bonding together of a protein structure comprising two or more rings that are interlocked but not covalently joined; resembling the links of a chain.",0.542590856552124
protein_274_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarities between proteins in the same family or across different families of proteins that share the same structural similarity. a protein matrix with repeating",GO:0005602,complement component C1 complex,"A protein complex composed of six subunits of C1q, each formed of the three homologous polypeptide chains C1QA, C1QB, and C1QB, and tetramer of two C1QR and two C1QS polypeptide chains.",0.5398784875869751
protein_274_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarities between proteins in the same family or across different families of proteins that share the same structural similarity. a protein matrix with repeating",GO:0051290,protein heterotetramerization,"The formation of a protein heterotetramer, a macromolecular structure consisting of four noncovalently associated subunits, of which not all are identical.",0.5374184250831604
protein_275_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters for the two proteins with the highest similarity between the two proteins",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5768831372261047
protein_275_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters for the two proteins with the highest similarity between the two proteins",GO:0140517,protein-RNA adaptor activity,"The binding activity of a protein that brings together another protein and an RNA, permitting those molecules to function in a coordinated way.",0.5530328750610352
protein_275_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters for the two proteins with the highest similarity between the two proteins",GO:0071536,obsolete RING-like zinc finger domain-mediated complex assembly,OBSOLETE. A process of protein complex assembly in which the arrangement and bonding together of the set of components that form the protein complex is mediated by a RING-like zinc finger domain interaction.,0.5494346618652344
protein_275_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters for the two proteins with the highest similarity between the two proteins",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5484724044799805
protein_275_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters for the two proteins with the highest similarity between the two proteins",GO:0098637,protein complex involved in cell-matrix adhesion,Any protein complex that is capable of carrying out some part of the process of cell-matrix adhesion.,0.5476464033126831
protein_276_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in different domain blocks and interaction clusters, as well as the structural similarity of two proteins in different domain blocks and interaction clusters, as well",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5391892790794373
protein_276_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in different domain blocks and interaction clusters, as well as the structural similarity of two proteins in different domain blocks and interaction clusters, as well",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5311414003372192
protein_276_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in different domain blocks and interaction clusters, as well as the structural similarity of two proteins in different domain blocks and interaction clusters, as well",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5258472561836243
protein_276_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in different domain blocks and interaction clusters, as well as the structural similarity of two proteins in different domain blocks and interaction clusters, as well",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.5147743225097656
protein_276_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in different domain blocks and interaction clusters, as well as the structural similarity of two proteins in different domain blocks and interaction clusters, as well",GO:0140517,protein-RNA adaptor activity,"The binding activity of a protein that brings together another protein and an RNA, permitting those molecules to function in a coordinated way.",0.514225959777832
protein_277_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters the diagonal regions represent structural similarity between two proteins that are structurally similar",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5379437208175659
protein_277_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters the diagonal regions represent structural similarity between two proteins that are structurally similar",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5343952775001526
protein_277_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters the diagonal regions represent structural similarity between two proteins that are structurally similar",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5274460315704346
protein_277_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters the diagonal regions represent structural similarity between two proteins that are structurally similar",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.526846170425415
protein_277_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters the diagonal regions represent structural similarity between two proteins that are structurally similar",GO:0036290,protein trans-autophosphorylation,"The phosphorylation by a protein of a residue on an identical protein. For example, phosphorylation by the other kinase within a homodimer.",0.5159527659416199
protein_278_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity analysis tool that can be used to identify repeating motifs, symmetry, and",GO:0043522,leucine zipper domain binding,"Binding to a leucine zipper domain, a protein secondary structure exhibiting a periodic repetition of leucine residues at every seventh position over a distance covering eight helical turns.",0.5847705602645874
protein_278_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity analysis tool that can be used to identify repeating motifs, symmetry, and",GO:0030911,TPR domain binding,"Binding to a tetratricopeptide repeat (TPR) domain of a protein, the consensus sequence of which is defined by a pattern of small and large hydrophobic amino acids and a structure composed of helices.",0.5727753043174744
protein_278_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity analysis tool that can be used to identify repeating motifs, symmetry, and",GO:0005602,complement component C1 complex,"A protein complex composed of six subunits of C1q, each formed of the three homologous polypeptide chains C1QA, C1QB, and C1QB, and tetramer of two C1QR and two C1QS polypeptide chains.",0.5645433664321899
protein_278_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity analysis tool that can be used to identify repeating motifs, symmetry, and",GO:0097161,DH domain binding,"Binding to a DH (Dbl homology) domain of a protein. The DH domain contains three structurally conserved regions separated by more variable regions. It is composed of 11 alpha helices that are folded into a flattened, elongated alpha-helix bundle in which two of the three conserved regions, conserved region 1 (CR1) and conserved region 3 (CR3), are exposed near the centre of one surface. CR1 and CR3, together with a part of alpha-6 and the DH/PH (pleckstrin homology) junction site, constitute the Rho GTPase interacting pocket.",0.5572205781936646
protein_278_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity analysis tool that can be used to identify repeating motifs, symmetry, and",GO:0051290,protein heterotetramerization,"The formation of a protein heterotetramer, a macromolecular structure consisting of four noncovalently associated subunits, of which not all are identical.",0.5564742088317871
protein_279_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but structurally different from each other in terms of their domain blocks and interaction clusters a protein similarity matrix",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.511597752571106
protein_279_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but structurally different from each other in terms of their domain blocks and interaction clusters a protein similarity matrix",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5104615092277527
protein_279_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but structurally different from each other in terms of their domain blocks and interaction clusters a protein similarity matrix",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5088536739349365
protein_279_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but structurally different from each other in terms of their domain blocks and interaction clusters a protein similarity matrix",GO:0098637,protein complex involved in cell-matrix adhesion,Any protein complex that is capable of carrying out some part of the process of cell-matrix adhesion.,0.5085697174072266
protein_279_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but structurally different from each other in terms of their domain blocks and interaction clusters a protein similarity matrix",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.508284330368042
protein_280_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity score and a protein structural similarity score for each protein pair in the protein matrix",GO:0030911,TPR domain binding,"Binding to a tetratricopeptide repeat (TPR) domain of a protein, the consensus sequence of which is defined by a pattern of small and large hydrophobic amino acids and a structure composed of helices.",0.5842269659042358
protein_280_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity score and a protein structural similarity score for each protein pair in the protein matrix",GO:0043522,leucine zipper domain binding,"Binding to a leucine zipper domain, a protein secondary structure exhibiting a periodic repetition of leucine residues at every seventh position over a distance covering eight helical turns.",0.5736509561538696
protein_280_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity score and a protein structural similarity score for each protein pair in the protein matrix",GO:0005602,complement component C1 complex,"A protein complex composed of six subunits of C1q, each formed of the three homologous polypeptide chains C1QA, C1QB, and C1QB, and tetramer of two C1QR and two C1QS polypeptide chains.",0.5563188791275024
protein_280_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity score and a protein structural similarity score for each protein pair in the protein matrix",GO:0097161,DH domain binding,"Binding to a DH (Dbl homology) domain of a protein. The DH domain contains three structurally conserved regions separated by more variable regions. It is composed of 11 alpha helices that are folded into a flattened, elongated alpha-helix bundle in which two of the three conserved regions, conserved region 1 (CR1) and conserved region 3 (CR3), are exposed near the centre of one surface. CR1 and CR3, together with a part of alpha-6 and the DH/PH (pleckstrin homology) junction site, constitute the Rho GTPase interacting pocket.",0.5545451045036316
protein_280_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity score and a protein structural similarity score for each protein pair in the protein matrix",GO:0043626,PCNA complex,"A protein complex composed of three identical PCNA monomers, each comprising two similar domains, which are joined in a head-to-tail arrangement to form a homotrimer. Forms a ring-like structure in solution, with a central hole sufficiently large to accommodate the double helix of DNA. Originally characterized as a DNA sliding clamp for replicative DNA polymerases and as an essential component of the replisome, and has also been shown to be involved in other processes including Okazaki fragment processing, DNA repair, translesion DNA synthesis, DNA methylation, chromatin remodeling and cell cycle regulation.",0.5498223900794983
protein_281_description.txt,"Identify the structural similarity of two proteins by comparing their domain blocks and interaction clusters in this protein similarity matrix, which is based on a large number of protein sequences that have been aligned with each other using an algorithm called",GO:0050700,CARD domain binding,"Binding to a CARD (N-terminal caspase recruitment) domain, a protein-protein interaction domain that belongs to the death domain-fold superfamily. These protein molecule families are similar in structure with each consisting of six or seven anti-parallel alpha-helices that form highly specific homophilic interactions between signaling partners. CARD exists in the N-terminal prodomains of several caspases and in apoptosis-regulatory proteins and mediates the assembly of CARD-containing proteins that participate in activation or suppression of CARD carrying members of the caspase family.",0.5300697684288025
protein_281_description.txt,"Identify the structural similarity of two proteins by comparing their domain blocks and interaction clusters in this protein similarity matrix, which is based on a large number of protein sequences that have been aligned with each other using an algorithm called",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5250598192214966
protein_281_description.txt,"Identify the structural similarity of two proteins by comparing their domain blocks and interaction clusters in this protein similarity matrix, which is based on a large number of protein sequences that have been aligned with each other using an algorithm called",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.524161696434021
protein_281_description.txt,"Identify the structural similarity of two proteins by comparing their domain blocks and interaction clusters in this protein similarity matrix, which is based on a large number of protein sequences that have been aligned with each other using an algorithm called",GO:0071535,RING-like zinc finger domain binding,Binding to a RING-like zinc finger domain domain of a protein. The RING-like domain is a zinc finger domain that is related to the C3HC4 RING finger domain.,0.5234775543212891
protein_281_description.txt,"Identify the structural similarity of two proteins by comparing their domain blocks and interaction clusters in this protein similarity matrix, which is based on a large number of protein sequences that have been aligned with each other using an algorithm called",GO:0097161,DH domain binding,"Binding to a DH (Dbl homology) domain of a protein. The DH domain contains three structurally conserved regions separated by more variable regions. It is composed of 11 alpha helices that are folded into a flattened, elongated alpha-helix bundle in which two of the three conserved regions, conserved region 1 (CR1) and conserved region 3 (CR3), are exposed near the centre of one surface. CR1 and CR3, together with a part of alpha-6 and the DH/PH (pleckstrin homology) junction site, constitute the Rho GTPase interacting pocket.",0.5207412242889404
protein_282_description.txt,"Identify patterns of structural similarity between proteins in the same domain block and between proteins in different interaction clusters, as well as between proteins in different interaction clusters and between proteins in different interaction clusters using a protein structure similarity matrix",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5886632204055786
protein_282_description.txt,"Identify patterns of structural similarity between proteins in the same domain block and between proteins in different interaction clusters, as well as between proteins in different interaction clusters and between proteins in different interaction clusters using a protein structure similarity matrix",GO:0035877,death effector domain binding,"Binding to a DED domain (death effector domain) of a protein, a homotypic protein interaction module composed of a bundle of six alpha-helices that is related in structure to the death domain (DD).",0.572185754776001
protein_282_description.txt,"Identify patterns of structural similarity between proteins in the same domain block and between proteins in different interaction clusters, as well as between proteins in different interaction clusters and between proteins in different interaction clusters using a protein structure similarity matrix",GO:0071535,RING-like zinc finger domain binding,Binding to a RING-like zinc finger domain domain of a protein. The RING-like domain is a zinc finger domain that is related to the C3HC4 RING finger domain.,0.5686109066009521
protein_282_description.txt,"Identify patterns of structural similarity between proteins in the same domain block and between proteins in different interaction clusters, as well as between proteins in different interaction clusters and between proteins in different interaction clusters using a protein structure similarity matrix",GO:0005515,protein binding,Binding to a protein.,0.5681955814361572
protein_282_description.txt,"Identify patterns of structural similarity between proteins in the same domain block and between proteins in different interaction clusters, as well as between proteins in different interaction clusters and between proteins in different interaction clusters using a protein structure similarity matrix",GO:0050700,CARD domain binding,"Binding to a CARD (N-terminal caspase recruitment) domain, a protein-protein interaction domain that belongs to the death domain-fold superfamily. These protein molecule families are similar in structure with each consisting of six or seven anti-parallel alpha-helices that form highly specific homophilic interactions between signaling partners. CARD exists in the N-terminal prodomains of several caspases and in apoptosis-regulatory proteins and mediates the assembly of CARD-containing proteins that participate in activation or suppression of CARD carrying members of the caspase family.",0.5671523809432983
protein_283_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarities between proteins in the same or different domains of the same protein complexes that are homologous to each other, but",GO:0030911,TPR domain binding,"Binding to a tetratricopeptide repeat (TPR) domain of a protein, the consensus sequence of which is defined by a pattern of small and large hydrophobic amino acids and a structure composed of helices.",0.6012011170387268
protein_283_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarities between proteins in the same or different domains of the same protein complexes that are homologous to each other, but",GO:0005602,complement component C1 complex,"A protein complex composed of six subunits of C1q, each formed of the three homologous polypeptide chains C1QA, C1QB, and C1QB, and tetramer of two C1QR and two C1QS polypeptide chains.",0.5862746834754944
protein_283_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarities between proteins in the same or different domains of the same protein complexes that are homologous to each other, but",GO:0097161,DH domain binding,"Binding to a DH (Dbl homology) domain of a protein. The DH domain contains three structurally conserved regions separated by more variable regions. It is composed of 11 alpha helices that are folded into a flattened, elongated alpha-helix bundle in which two of the three conserved regions, conserved region 1 (CR1) and conserved region 3 (CR3), are exposed near the centre of one surface. CR1 and CR3, together with a part of alpha-6 and the DH/PH (pleckstrin homology) junction site, constitute the Rho GTPase interacting pocket.",0.5808095932006836
protein_283_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarities between proteins in the same or different domains of the same protein complexes that are homologous to each other, but",GO:0071571,obsolete LRR domain-mediated complex assembly,OBSOLETE. A process of protein complex assembly in which the arrangement and bonding together of the set of components that form the protein complex is mediated by an LRR (leucine-rich repeat) domain interaction.,0.5790343284606934
protein_283_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarities between proteins in the same or different domains of the same protein complexes that are homologous to each other, but",GO:0036290,protein trans-autophosphorylation,"The phosphorylation by a protein of a residue on an identical protein. For example, phosphorylation by the other kinase within a homodimer.",0.5745410323143005
protein_284_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins, with the diagonal region representing structural similarity and the domain blocks representing structural similarity, and the interaction clusters representing structural similarity and interaction clusters respectively",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5199129581451416
protein_284_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins, with the diagonal region representing structural similarity and the domain blocks representing structural similarity, and the interaction clusters representing structural similarity and interaction clusters respectively",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5173264741897583
protein_284_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins, with the diagonal region representing structural similarity and the domain blocks representing structural similarity, and the interaction clusters representing structural similarity and interaction clusters respectively",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5135713815689087
protein_284_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins, with the diagonal region representing structural similarity and the domain blocks representing structural similarity, and the interaction clusters representing structural similarity and interaction clusters respectively",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.5103578567504883
